Composite.Element.Name	Composite.Element.Database.Entry[hugo]
ADXCRAG_AF039018_at	PDLIM3
ADXCRAG_AF039022_s_at	XPOT
ADXCRAG_AF039081_s_at	CREBL2
ADXCRAG_AF039655_s_at	BFSP1
ADXCRAG_AF039747_at	CDH10
ADXCRAG_AF040701_s_at	TAF2
ADXCRAG_AF040710_at	HYAL3
ADXCRAD_AL134882_s_at	ZNF217
ADXCRAG_AF041260_s_at	BCAS1
ADXCRAG_AF041261_at	LILRA4
ADXCRAG_AF041261_x_at	LILRA4
ADXCRAG_AF041835_s_at	LAMC3
ADXCRAD_CN370869_s_at	TUBGCP3
ADXCRAD_CN394746_s_at	SFRS16
ADXCRAG_AF043185_s_at	
ADXCRAG_AF043723_s_at	RASGRP2
ADXCRAG_AF044215_s_at	CNOT2
ADXCRAD_CA393923_s_at	WDR22
ADXCRAG_AF044957_s_at	LOC727762
ADXCRAG_AF045452_s_at	NAB1
ADXCRAG_AF046935_s_at	PCF11
ADXCRAG_AF047020_s_at	AMACR
ADXCRAD_BF437895_s_at	LDB2
ADXCRAG_AF047368_at	
ADXCRAG_AF047368_s_at	NEBL
ADXCRAG_AF047386_at	TERC
ADXCRAG_AF047690_s_at	ABCB8
ADXCRAD_BF196111_s_at	RASAL2
ADXCRAG_AF048693_s_at	FOXC1
ADXCRAD_BM713665_s_at	CCNT1
ADXCRAG_AF048755_s_at	PEX13
ADXCRAG_AF049460_s_at	DEAF1
ADXCRAG_AF049703_s_at	ELF5
ADXCRAG_AF049907_s_at	ZBTB43
ADXCRAG_AF051334_s_at	NBN
ADXCRAD_CA396083_s_at	SVIL
ADXCRAD_BX498005_s_at	SEL1L
ADXCRAG_XM_375557_s_at	C19orf29
ADXCRAG_AF052150_at	
ADXCRAG_AF052224_at	BSN
ADXCRAG_AF052573_at	POLQ
ADXCRAD_BF758468_s_at	POLQ
ADXCRAG_AF052693_at	GJB5
ADXCRAG_AF053470_s_at	BLCAP
ADXCRAG_AF053537_s_at	ING2
ADXCRAG_AF053551_at	MTX2
ADXCRAG_AF053551_x_at	MTX2
ADXCRAG_AF054505_s_at	SLC12A4
ADXCRAG_AF054815_at	CD84
ADXCRAG_AF054994_s_at	LOC730092
ADXCRAG_AF055004_at	IQSEC1
ADXCRAD_BU070746_s_at	IQSEC1
ADXCRAG_AF055007_s_at	MARCH3
ADXCRAD_U69178_s_at	EYA2
ADXCRAG_AF055016_s_at	C13orf1
ADXCRAD_BM768080_s_at	C6orf120
ADXCRAG_AF055066_at	HCP5P3
ADXCRAG_AF055066_x_at	HCP5P3
ADXCRAG_AF055078_s_at	MZF1
ADXCRAG_AF055376_s_at	MAF
ADXCRAD_AA001339_at	ZMYM6
ADXCRAD_AA001339_s_at	ZMYM6
ADXCRAD_AA001339_x_at	ZMYM6
ADXCRAG_AF055993_at	SAP30
ADXCRPD.4133.C1_s_at	SAP30
ADXCRPD.8800.C1_s_at	MED1
ADXCRAG_AF056022_at	KATNA1
ADXCRAG_AF056022_s_at	KATNA1
ADXCRAG_AF056087_at	SFRP1
ADXCRAD_CN271875_s_at	SFRP1
ADXCRAG_AF056617_at	ZNF214
ADXCRAG_AF056618_s_at	ZNF215
ADXCRAG_AF057164_s_at	SLC22A5
ADXCRAG_AF057300_s_at	RAD50
ADXCRAG_AF057698_at	GGPS1
ADXCRAD_AL601371_s_at	JAK2
ADXCRAG_AF058989_at	PAGE1
ADXCRAG_AF058989_x_at	PAGE1
ADXCRAG_AF060503_at	ZNF324
ADXCRAD_W04384_at	ZNF324
ADXCRAD_W04384_s_at	ZNF324
ADXCRAG_AF060567_s_at	SRPX2
ADXCRAG_AF060568_at	ZBTB16
ADXCRAG_AF061025_at	LETM1
ADXCRAD_BQ188643_s_at	LETM1
ADXCRAG_AF061056_s_at	NR1I2
ADXCRAG_AF061241_s_at	CDC40
ADXCRAG_AF061254_at	TPST2
ADXCRAG_AF061254_x_at	TPST2
ADXCRAG_AF061326_s_at	OSGIN2
ADXCRAG_AF061730_s_at	GLOD4
ADXCRAG_AF061812_at	KRT16
ADXCRAG_AF061812_x_at	KRT16
ADXCRAD_BX090951_s_at	TAOK2
ADXCRAG_AF062529_at	NUDT3
ADXCRAD_CN354533_s_at	NUDT3
ADXCRAG_AF062529_x_at	NUDT3
ADXCRAG_AF063599_at	
ADXCRAD_BP380379_s_at	ERLIN1
ADXCRAG_AF064104_at	CDC14B
ADXCRAG_AF064105_at	CDC14B
ADXCRAD_CA407501_s_at	SLC27A5
ADXCRAG_AF064484_at	SLC11A2
ADXCRAG_AF064484_x_at	SLC11A2
ADXCRAG_AF064729_s_at	XPO7
ADXCRAG_AF067174_s_at	DHRS9
ADXCRAD_AJ709252_s_at	ADSL
ADXCRAG_AF067864_s_at	TFR2
ADXCRAG_AF068220_at	ATP2A3
ADXCRAD_BX437326_s_at	ATP2A3
ADXCRAG_AF068227_s_at	CLN5
ADXCRAG_AF068290_s_at	MREG
ADXCRAG_AF068624_at	APEX2
ADXCRAG_AF068920_s_at	SHOC2
ADXCRAG_AF069054_s_at	B4GALT6
ADXCRAG_AF069735_at	TAF6L
ADXCRAG_AF070557_at	
ADXCRAG_AF070557_x_at	
ADXCRAD_BX419998_s_at	CCDC93
ADXCRAG_AF071164_at	HOXA11
ADXCRAD_BQ441491_s_at	WBP4
ADXCRAG_AF071593_s_at	WHSC1
ADXCRAG_AF071594_s_at	WHSC1
ADXCRAG_AF072718_s_at	UTP20
ADXCRAG_AF072934_s_at	MTRF1
ADXCRAG_AF073485_at	MR1
ADXCRAD_BM693369_s_at	CROT
ADXCRAG_AF073958_s_at	SOCS5
ADXCRAD_CD638728_at	CMAH
ADXCRAD_CD638728_s_at	CMAH
ADXCRAG_AF074715_at	RPS6KA4
ADXCRAG_AF074968_s_at	ING3
ADXCRAG_AF075292_s_at	FGF18
ADXCRAG_BC037971_s_at	MYCBP2
ADXCRAG_AF076249_at	MYNN
ADXCRAD_AA191075_s_at	MYNN
ADXCRAG_AF076622_at	ABCC6
ADXCRAG_AF076622_x_at	ABCC6
ADXCRAG_AF077031_s_at	PTPN22
ADXCRAD_CR736403_s_at	POLR1D
ADXCRAG_AF077203_at	POLDIP2
ADXCRAG_AF077226_at	CPNE3
ADXCRAG_AF078749_at	SLC22A3
ADXCRAG_AF078749_x_at	SLC22A3
ADXCRAG_AF078776_at	TP53BP1
ADXCRAD_BI870525_s_at	TP53BP1
ADXCRAG_AF080000_s_at	RPS6KA5
ADXCRAG_AF081466_at	KCNJ14
ADXCRAD_BE875728_s_at	ERO1L
ADXCRAG_AF082557_at	TNKS
ADXCRAG_AF082740_s_at	MXD4
ADXCRAD_BU856008_s_at	SIRT3
ADXCRAG_AF083109_at	SIRT4
ADXCRAG_AF083217_s_at	WDR3
ADXCRAG_AF083247_at	DNAJB9
ADXCRAG_AF513978_s_at	CEP110
ADXCRAG_AF083391_at	WHSC1
ADXCRAG_AF083391_s_at	WHSC1
ADXCRAG_AF083551_s_at	EXTL3
ADXCRAD_CD049770_s_at	MAD1L1
ADXCRAG_AF083955_at	GPR132
ADXCRAG_AF084199_s_at	PRDM1
ADXCRAD_NM_033013_s_at	NR1I2
ADXCRAG_AF084974_s_at	EXO1
ADXCRAD_CN430146_s_at	SGK3
ADXCRAG_AF085243_at	ZNF236
ADXCRAG_AF085481_at	SDPR
ADXCRAD_BP258044_s_at	SDPR
ADXCRAG_AF085692_s_at	ABCC3
ADXCRAG_AF086713_at	RASAL1
ADXCRAG_AF086713_s_at	RASAL1
ADXCRAD_CK005805_s_at	C11orf9
ADXCRAG_AF087142_s_at	TMEM28
ADXCRAG_AF087856_s_at	NCOR1
ADXCRPD.7244.C1_s_at	PRKAG2
ADXCRPD.4441.C1_s_at	AP1S2
ADXCRAG_AF087899_at	NDUFC2
ADXCRAG_AF088219_at	LYZL6
ADXCRAG_AF088982_s_at	DNAJB5
ADXCRAG_AF088991_s_at	NDUFB10
ADXCRAG_AF089726_s_at	SLC4A7
ADXCRAG_AF089841_s_at	FLNC
ADXCRAD_BM700459_s_at	FAM107A
ADXCRAG_AF089897_at	PAPD5
ADXCRAD_CN366001_s_at	PAPD5
ADXCRAG_AF090421_s_at	RPS6KA5
ADXCRAD_CV571256_s_at	WDR45L
ADXCRAG_AF091242_s_at	PAPSS2
ADXCRAG_AF091433_s_at	CCNE2
ADXCRAG_AF091434_s_at	PDGFC
ADXCRAG_AF091859_at	
ADXCRAG_AF091859_x_at	
ADXCRAG_AF092132_s_at	PAK2
ADXCRAG_AF093249_at	PLEKHB1
ADXCRAD_AL712105_s_at	PLEKHB1
ADXCRAG_AF093249_x_at	PLEKHB1
ADXCRAG_AF093265_s_at	HOMER3
ADXCRAG_AF093408_at	AKAP3
ADXCRAG_AF093419_s_at	MPDZ
ADXCRAG_AF094758_at	CCDC19
ADXCRAG_AF095901_at	ETF1
ADXCRAG_AF095901_x_at	ETF1
ADXCRAD_BM854748_s_at	YBX2
ADXCRAG_AF097495_at	GLS
ADXCRAG_AF097495_s_at	GLS
ADXCRAG_AF097535_s_at	C1orf9
ADXCRAD_CN412123_s_at	PPP4C
ADXCRAD_BU860912_s_at	TIMELESS
ADXCRAG_AF098300_s_at	TOPORS
ADXCRAG_AF098865_at	SQLE
ADXCRAD_CB106889_s_at	SQLE
ADXCRAG_AF102851_at	ALG6
ADXCRAD_AW977338_s_at	ALG6
ADXCRAG_AF103425_at	
ADXCRAG_AF103425_x_at	
ADXCRAG_AF103803_s_at	CDV3
ADXCRAG_AF104015_at	FGL2
ADXCRAG_AF104256_s_at	MED14
ADXCRAG_AF104413_at	LATS1
ADXCRAD_BP391172_s_at	MED23
ADXCRAG_AF105375_at	HS3ST2
ADXCRAG_AF105375_s_at	HS3ST2
ADXCRAG_AF105376_at	HS3ST3A1
ADXCRAG_AF105376_x_at	HS3ST3A1
ADXCRAD_BE894518_s_at	ATRN
ADXCRAG_AF106862_s_at	ZHX1
ADXCRAG_AF107405_s_at	SFRS3
ADXCRAG_AF108460_s_at	UBN1
ADXCRAG_AF108765_at	PFKFB4
ADXCRAG_AF108765_x_at	PFKFB4
ADXCRAG_AF109127_s_at	NPTN
ADXCRAG_AF109681_s_at	ITGA11
ADXCRAG_AF109907_at	PAPLN
ADXCRAG_AF109907_x_at	PAPLN
ADXCRAD_NM_012278_s_at	ITGB1BP2
ADXCRAD_BM711519_s_at	TRRAP
ADXCRAD_BX108072_s_at	CCL28
ADXCRAG_AF110643_s_at	CMPK
ADXCRAD_CN409036_s_at	SSR3
ADXCRAG_AF110801_at	IL18BP
ADXCRAG_AF111113_s_at	KLHL7
ADXCRAG_AF111116_s_at	BAG4
ADXCRAG_AF111178_at	GPC6
ADXCRAD_BX093704_s_at	GPC6
ADXCRAD_CR738857_s_at	GFM2
ADXCRAG_AF112204_s_at	ATP6V1H
ADXCRAD_BP373438_s_at	NDUFA12
ADXCRAD_BX451896_s_at	MRPS10
ADXCRAG_AF113536_s_at	CAB39
ADXCRAD_CN332164_s_at	ZNF589
ADXCRAG_AF114834_at	MXD3
ADXCRAD_BE005570_s_at	WDR41
ADXCRAG_AF115513_s_at	WDR89
ADXCRAG_AF115765_s_at	ARTN
ADXCRAG_AJ245628_s_at	ARTN
ADXCRAG_AF116030_s_at	ZNF354A
ADXCRAG_AF116241_at	SLC5A6
ADXCRAG_AF116548_s_at	CSAD
ADXCRAG_AF116608_s_at	YOD1
ADXCRAG_AF116615_at	
ADXCRAG_AF116616_x_at	ALB
ADXCRAD_CN359358_s_at	C14orf167
ADXCRAG_AF116647_at	MSTP9
ADXCRAG_AF116647_x_at	MSTP9
ADXCRAG_AF116649_at	
ADXCRAG_AF116651_at	
ADXCRAG_AF116652_at	SLC16A10
ADXCRAG_AF116674_at	MTSS1
ADXCRAD_BM705362_s_at	
ADXCRAG_AF116707_s_at	KIAA1147
ADXCRAG_AF116723_s_at	SEC23IP
ADXCRAG_AF116724_at	KIAA1429
ADXCRAG_AF116724_x_at	KIAA1429
ADXCRAD_BE894577_s_at	ARID3B
ADXCRAG_AF117064_s_at	UBIAD1
ADXCRAG_AF117067_s_at	ARHGAP6
ADXCRAG_AF117210_s_at	HCFC2
ADXCRAG_AF117892_s_at	BACE2
ADXCRAG_AF117946_s_at	RAPGEFL1
ADXCRAG_AF117947_s_at	RAPGEF6
ADXCRAG_AF117949_s_at	LOXL2
ADXCRAG_AF118076_at	CENPF
ADXCRAG_AF118076_x_at	CENPF
ADXCRAG_AF118092_at	
ADXCRAG_AF118092_x_at	
ADXCRAG_AF118124_s_at	MCL1
ADXCRAD_BM824056_s_at	PDSS1
ADXCRAG_AF118838_s_at	SLC25A13
ADXCRAG_AF119121_at	TDRKH
ADXCRAG_AF119841_s_at	PECR
ADXCRAG_AF119843_s_at	PPP4R1L
ADXCRAG_AF119869_s_at	MCM10
ADXCRAD_NM_004263_s_at	SEMA4F
ADXCRAG_AF119900_at	
ADXCRAG_AF119903_s_at	CYorf14
ADXCRAG_AF121860_at	SNX10
ADXCRAG_AF121860_s_at	SNX10
ADXCRAG_AF121908_s_at	PLA2G4B
ADXCRAG_AF124489_s_at	ARFIP1
ADXCRAG_AF124726_s_at	ACIN1
ADXCRAD_BQ226554_s_at	UBE2D4
ADXCRAG_AF125104_s_at	RAB24
ADXCRAG_AF125273_s_at	GSTA4
ADXCRAG_AF125304_at	TNFRSF18
ADXCRAG_AF125304_s_at	TNFRSF18
ADXCRAG_AF125949_s_at	RAD52
ADXCRAG_AF126245_x_at	ACAD8
ADXCRAG_AF126404_s_at	CUL2
ADXCRAG_AF127479_at	PDE10A
ADXCRAG_AF127479_x_at	PDE10A
ADXCRAG_AF129756_at	TNF
ADXCRAG_AF129927_s_at	TMEM87A
ADXCRAD_BX103121_s_at	LOC286144
ADXCRAG_AF130051_s_at	
ADXCRAG_AF130062_at	CLTC
ADXCRAG_AF130073_at	TTC33
ADXCRAG_AF130074_at	C9orf32
ADXCRAG_AF130074_x_at	C9orf32
ADXCRAG_AF130079_s_at	UBAP1
ADXCRAG_AF130419_s_at	ZFYVE9
ADXCRAG_AF130988_s_at	EDAR
ADXCRAG_AF131755_s_at	LARP4
ADXCRAD_CB106191_s_at	ZXDC
ADXCRAG_AF131784_at	
ADXCRAG_AF131830_x_at	
ADXCRAG_AF131834_at	
ADXCRAG_AF131834_x_at	
ADXCRAG_AF131857_s_at	PHPT1
ADXCRAG_AF132035_at	GCNT4
ADXCRAG_AF132197_s_at	CYFIP2
ADXCRAG_AF132197_x_at	CYFIP2
ADXCRAD_AW972781_s_at	SDAD1
ADXCRAG_AF132541_s_at	GMIP
ADXCRAG_AF132607_s_at	HDAC4
ADXCRAD_BM714287_s_at	ACOT9
ADXCRAG_AF132962_s_at	MRPL4
ADXCRAG_AF133587_at	RTDR1
ADXCRAG_AF133845_at	CORIN
ADXCRAD_BG925672_s_at	USP25
ADXCRAG_AF135022_s_at	MED23
ADXCRAG_AF135828_s_at	SLC7A8
ADXCRAG_AF135960_s_at	LTBP3
ADXCRAG_AF136279_s_at	CTSF
ADXCRAG_AF136380_s_at	SORBS1
ADXCRAG_AF136408_at	
ADXCRAG_AF136631_at	NRN1
ADXCRAD_BE549718_s_at	NRN1
ADXCRAG_AF138859_s_at	
ADXCRAG_AF138861_s_at	FOXN3
ADXCRAG_AF139463_at	EGR2
ADXCRAD_BG111492_s_at	IFT81
ADXCRAG_AF139576_at	IFT57
ADXCRAG_AF139625_at	CENPJ
ADXCRPD.5745.C1_at	CENPJ
ADXCRPD.5745.C1_s_at	CENPJ
ADXCRAG_AF140710_at	RPS6KA2
ADXCRAD_AV708974_at	RPS6KA2
ADXCRAD_AV708974_s_at	RPS6KA2
ADXCRAG_AF141884_x_at	ARHGAP26
ADXCRAG_AF141968_s_at	MACF1
ADXCRAG_AF142063_at	OCLM
ADXCRAG_AF142328_at	GTF3C4
ADXCRAD_CN342803_s_at	GTF3C4
ADXCRAG_AF142421_s_at	QKI
ADXCRAG_AF143328_at	OR52K3P
ADXCRAD_BI916662_s_at	C18orf8
ADXCRAD_BX107633_s_at	HPSE
ADXCRAG_AF144638_s_at	SGPL1
ADXCRAD_BU168661_s_at	PRDM4
ADXCRAG_AF146019_s_at	CHP2
ADXCRAG_AF146531_s_at	BIN2
ADXCRAG_AF146761_s_at	SLAMF8
ADXCRAG_AF146796_at	SLC34A2
ADXCRAG_AF146796_x_at	SLC34A2
ADXCRAG_AF147790_s_at	MUC12
ADXCRAG_AF151055_at	THRAP1
ADXCRAD_BF813783_at	THRAP1
ADXCRAD_BF813783_s_at	MED13
ADXCRAD_BM726110_s_at	MARCH2
ADXCRAG_AF151364_at	DBNL
ADXCRAG_AF151364_x_at	DBNL
ADXCRAG_AF151800_s_at	C1orf66
ADXCRAG_AF151824_at	CAB39
ADXCRAD_BP236559_s_at	CAB39
ADXCRAG_AF151830_at	PHF20L1
ADXCRAG_AF151858_at	TMED5
ADXCRAD_CN397263_s_at	TMED5
ADXCRAG_AF151863_s_at	FAHD2A
ADXCRAD_CD103546_s_at	YPEL5
ADXCRAD_AK026188_s_at	PCDHGA11
ADXCRAG_AF152364_at	FHIT
ADXCRAG_AF152493_x_at	PCDHB14
ADXCRAD_NM_138633_s_at	AKAP7
ADXCRAG_AF153330_s_at	SLC19A2
ADXCRAG_AF153415_at	C9orf5
ADXCRAD_CR740718_s_at	C9orf5
ADXCRAD_CV571260_s_at	SGK
ADXCRAG_AF153820_s_at	KCNJ2
ADXCRAG_AF153821_s_at	ADH1B
ADXCRAG_AF153836_at	RUNDC3B
ADXCRAG_AF154846_at	ZNF167
ADXCRAD_AI377886_s_at	ZNF167
ADXCRAG_AF154848_s_at	B3GALNT1
ADXCRAD_BP393321_s_at	HPSE
ADXCRAD_BI495768_s_at	HELLS
ADXCRAG_AF156166_at	
ADXCRAG_AF156488_s_at	DNMT3B
ADXCRAG_AF157624_at	IMPG2
ADXCRAG_AF157624_x_at	IMPG2
ADXCRAG_AF158180_s_at	MECP2
ADXCRAG_AF158180_x_at	MECP2
ADXCRAG_AF159423_s_at	CHIC2
ADXCRAG_AF159447_at	SUFU
ADXCRAG_AF159548_s_at	NUFIP1
ADXCRAG_AF161387_s_at	NANS
ADXCRAG_AF161413_s_at	LRRC61
ADXCRAG_AF161465_at	SSBP2
ADXCRAG_AF161465_x_at	SSBP2
ADXCRAD_CB146727_s_at	CTDSPL2
ADXCRAD_CD673247_s_at	TRAPPC2L
ADXCRAG_AF161534_s_at	WDR91
ADXCRAG_AF161550_s_at	CCDC113
ADXCRAD_BP296257_s_at	TCEAL3
ADXCRAG_AF163473_s_at	PPP2R1B
ADXCRAG_AF163573_at	CARKL
ADXCRAG_AF163836_s_at	NFAT5
ADXCRAG_AF164118_at	CDC42EP3
ADXCRAG_AF164118_x_at	CDC42EP3
ADXCRAG_AF164377_at	CD2AP
ADXCRAG_AF164377_x_at	CD2AP
ADXCRAG_AF164678_s_at	CASP8AP2
ADXCRAG_AF165281_s_at	ABCA1
ADXCRAG_AF166492_at	RAB6B
ADXCRAG_AF167160_s_at	PIAS1
ADXCRAG_AF168132_s_at	SFMBT1
ADXCRAG_AF168681_x_at	CRIM1
ADXCRAG_AF169631_s_at	WFDC1
ADXCRAG_AF169675_s_at	FLRT1
ADXCRAG_AF169692_s_at	PCDH9
ADXCRAG_AF169796_at	RAD18
ADXCRAD_BG403172_s_at	RAD18
ADXCRAD_CD676867_s_at	APPL1
ADXCRAG_AF170562_s_at	USP25
ADXCRAG_AF170723_s_at	MARK3
ADXCRAG_AF170724_s_at	CHFR
ADXCRAG_AF170911_s_at	SLC23A1
ADXCRAG_AF171055_at	TXNRD3
ADXCRAG_AF172269_s_at	TNIK
ADXCRAG_AF172729_s_at	CLCN3
ADXCRAG_AF172847_at	SNX9
ADXCRAD_CX786502_s_at	MRTO4
ADXCRAG_AF173385_s_at	MST101
ADXCRAG_AF173867_s_at	GMEB2
ADXCRAG_AF173894_s_at	DKFZP564J102
ADXCRAG_AF174590_s_at	FBXL4
ADXCRAG_AF175266_at	VPS26A
ADXCRAG_AF175266_s_at	VPS26A
ADXCRAG_AF175306_s_at	ITGB3BP
ADXCRAG_AF175767_at	SCLY
ADXCRAG_AF176012_at	DNAJC12
ADXCRPD.2624.C1_s_at	DNAJC12
ADXCRAG_AF176518_s_at	FBXL2
ADXCRAD_CB155237_s_at	AKAP11
ADXCRAG_AF176555_x_at	AKAP11
ADXCRAG_AF176780_at	NEXN
ADXCRAG_AF176839_s_at	CHST5
ADXCRAG_AF176912_at	CLCF1
ADXCRAG_AF176912_x_at	CLCF1
ADXCRAG_AF176918_x_at	C1orf191
ADXCRAG_AF177198_s_at	TLN1
ADXCRAG_AF177394_s_at	DKK1
ADXCRAD_BI831700_s_at	USP21
ADXCRAG_AF178574_s_at	
ADXCRAG_AF178686_at	PRKRIP1
ADXCRAD_AF327657_s_at	ABCA2
ADXCRAG_AF180135_at	LEMD3
ADXCRAG_AF180425_at	C3orf63
ADXCRAG_AF180681_s_at	ARHGEF12
ADXCRAG_AF180919_s_at	DBR1
ADXCRAG_AF181985_s_at	TAOK3
ADXCRAD_CD676825_s_at	TRMT11
ADXCRAG_AF183810_s_at	TRPS1
ADXCRAG_AF184072_at	PYCARD
ADXCRAG_AF186254_s_at	SULT1C2
ADXCRAG_AF187733_at	SNPH
ADXCRAG_AF188698_s_at	SULT4A1
ADXCRAG_AF188700_s_at	AFAP1
ADXCRAG_AF190464_at	NR5A2
ADXCRAG_AF190746_s_at	CECR1
ADXCRAG_AF190900_s_at	KLHL12
ADXCRAG_AF191687_at	AGXT
ADXCRAG_AF191771_s_at	GULP1
ADXCRAD_CD247688_s_at	COQ3
ADXCRAG_AF193056_at	BNIPL
ADXCRAG_AF193594_s_at	FBXW2
ADXCRAG_AF193855_at	ZIC2
ADXCRAD_CA427365_s_at	ZIC2
ADXCRAG_AF195514_s_at	VPS4B
ADXCRAG_AF195765_s_at	DTL
ADXCRAG_AF196185_at	PARD3
ADXCRAD_BM968042_s_at	PARD3
ADXCRAG_AF196971_at	GRIPAP1
ADXCRAG_AF196972_at	
ADXCRAG_AF196976_s_at	LRRC4
ADXCRAG_AF197898_s_at	NLK
ADXCRAG_AF198358_at	ZNF228
ADXCRAG_BC028354_s_at	PLSCR4
ADXCRAG_AF199339_at	SNAPC3
ADXCRAG_AF199458_s_at	SENP7
ADXCRAG_AF200815_at	STK36
ADXCRAG_AF201694_s_at	VPS33B
ADXCRAG_AF202145_s_at	DMTF1
ADXCRAG_AF203032_x_at	NEFH
ADXCRAG_AF204173_at	POPDC2
ADXCRAD_BP260289_s_at	POPDC2
ADXCRAG_AF204173_x_at	POPDC2
ADXCRAG_AF205074_s_at	SLCO3A1
ADXCRAD_CD676592_s_at	ZFP106
ADXCRAG_AF205633_at	NINJ2
ADXCRAD_BM693087_s_at	NINJ2
ADXCRAG_AF206019_s_at	REV1
ADXCRAG_AF206673_s_at	BRF2
ADXCRAG_AF208069_s_at	KLHL3
ADXCRAG_AF208291_s_at	HIPK2
ADXCRAG_AF208844_at	UFM1
ADXCRAG_AF208844_x_at	UFM1
ADXCRAG_AF208855_at	MEX3C
ADXCRAG_AF209502_at	ZFP106
ADXCRAG_AF212162_s_at	NIN
ADXCRAG_AF212223_s_at	NXT2
ADXCRAG_AF213465_at	DUOX1
ADXCRAG_AF213467_at	BAZ1A
ADXCRAD_AW021044_s_at	BAZ1A
ADXCRAD_BX409767_s_at	ARID4B
ADXCRAD_CN336637_at	FAM120A
ADXCRAD_CN336637_s_at	FAM120A
ADXCRAD_BU854449_s_at	PEG10
ADXCRAD_CN482170_s_at	EVC
ADXCRPD.10716.C1_s_at	CCHCR1
ADXCRAG_AF217226_at	ZNF286A
ADXCRAG_AF217500_at	MYST4
ADXCRAG_AF217510_s_at	C6orf35
ADXCRAG_AF217749_at	PCDHB9
ADXCRAG_AF217970_s_at	FLJ10661
ADXCRAG_AF217973_at	
ADXCRAG_AF217973_x_at	
ADXCRPD.6828.C1_s_at	MAP7D1
ADXCRAD_CD522843_s_at	SAMSN1
ADXCRAG_AF218313_at	WRNIP1
ADXCRAG_AF218915_at	ATRN
ADXCRAD_BU074047_s_at	TRIM4
ADXCRAG_AF220029_s_at	TRIM5
ADXCRAG_AF220034_s_at	TRIM8
ADXCRAD_BM825221_s_at	PPP2R2D
ADXCRAG_AF220132_s_at	TRIM15
ADXCRAD_BQ676424_s_at	TRIM33
ADXCRAG_AF220143_s_at	TRIM6-TRIM34
ADXCRAG_AF220492_s_at	ZNF267
ADXCRAG_AF220656_s_at	PHLDA1
ADXCRAG_AF221098_s_at	RALGPS1
ADXCRAG_AF221521_s_at	PBXIP1
ADXCRAD_CN405816_s_at	PSRC1
ADXCRAG_AF223357_s_at	CSNK1G1
ADXCRPD.3316.C1_s_at	GTSE1
ADXCRAG_AF223468_s_at	C4orf18
ADXCRAD_BP393218_s_at	PLK2
ADXCRAG_AF224741_at	CLCN7
ADXCRAG_AF224741_x_at	CLCN7
ADXCRAG_AF225871_s_at	PBRM1
ADXCRAG_AF225896_s_at	TNS1
ADXCRAG_AF226273_s_at	FADS1
ADXCRAG_AF226731_at	ADORA3
ADXCRAG_AF227948_s_at	RSF1
ADXCRAG_AF228413_s_at	NR5A2
ADXCRAG_AF229053_at	BCAN
ADXCRAG_AF229053_x_at	BCAN
ADXCRAG_AF229068_s_at	HSPC152
ADXCRAG_AF229085_at	
ADXCRAG_AF229085_x_at	
ADXCRAG_AF229180_s_at	AASS
ADXCRAD_CX871745_s_at	API5
ADXCRAG_AF229796_s_at	GOSR2
ADXCRAG_AF229804_at	
ADXCRAG_AF230201_at	TSHZ2
ADXCRAG_AF231023_s_at	CELSR3
ADXCRAG_AF231024_s_at	CELSR1
ADXCRAG_AF233436_s_at	MTMR3
ADXCRAD_AA284182_s_at	PCNX
ADXCRAG_AF233882_x_at	JUP
ADXCRAD_BQ682159_at	ST7
ADXCRAD_BQ682159_s_at	ST7
ADXCRAD_AI144159_s_at	CELSR2
ADXCRAG_AF237783_s_at	BEX1
ADXCRAD_AA056658_s_at	MS4A4A
ADXCRAG_AF237912_x_at	MS4A4A
ADXCRAG_AF239156_s_at	COG8
ADXCRAG_AF241230_s_at	MAP3K7IP2
ADXCRAD_CF552358_s_at	KIAA1128
ADXCRAG_AF241830_s_at	HOOK3
ADXCRAG_AF242524_s_at	INTS12
ADXCRAG_AF242768_at	ZNF771
ADXCRAG_AF242768_x_at	ZNF771
ADXCRAG_AF242773_s_at	C8orf55
ADXCRAG_AF244088_at	ZNF16
ADXCRAG_AF244088_s_at	ZNF16
ADXCRAG_AF244135_at	UTP6
ADXCRAD_AI114692_s_at	UTP6
ADXCRAG_AF244138_at	PECI
ADXCRAG_AF244138_s_at	PECI
ADXCRAD_BU154509_s_at	SLC17A5
ADXCRAG_AF245505_s_at	MXRA5
ADXCRAG_AF246219_s_at	TLK1
ADXCRAG_AF246239_s_at	C2orf33
ADXCRAG_AF247167_s_at	TMEM133
ADXCRAG_AF247703_s_at	ZDHHC3
ADXCRAG_AF247704_at	NKX3-1
ADXCRAD_AA640241_s_at	NKX3-1
ADXCRAG_AF247704_x_at	NKX3-1
ADXCRAG_AF247786_s_at	GNPDA2
ADXCRAD_CR737777_s_at	SLC2A10
ADXCRAG_AF248540_s_at	ITSN2
ADXCRAG_AF248648_s_at	CUGBP1
ADXCRAG_AF249744_s_at	ARHGEF3
ADXCRAG_AF250226_s_at	ADCY6
ADXCRAD_CD518722_s_at	SDCCAG8
ADXCRAG_AF250860_at	ADNP
ADXCRAD_BP366568_s_at	ADNP
ADXCRAG_AF251038_at	C5orf5
ADXCRAD_CN363534_s_at	C5orf5
ADXCRAD_BX951987_s_at	NDRG3
ADXCRAD_AW971169_s_at	DACT1
